id,zona,pais,tipo_prod,presentacion,prioridad,fecha_ped,id_ped,fecha_env,unids,precio_unit,cost_unit,venta_total,cost_total
A1255,America Del Sur,Colombia,Bebida Bolt,Uva,Baja,7/03/2021,572249782,7/03/2021,4993,38.78,31.79,193628.54,158727.47
A1256,America Del Sur,Colombia,Bebida Bolt,Fresa,Baja,1/02/2021,574051368,15/02/2021,5757,38.78,31.79,223256.46,183015.03
A1257,Europa,Romania,Bebida Bolt,Uva,Alta,11/09/2021,579580581,28/09/2021,6394,49.63,31.79,317334.22,203265.26
A1258,America Del Sur,Paraguay,Bebida Bolt,Fresa,Media,26/12/2021,583977258,9/02/2022,6531,38.78,31.79,253272.18,207620.49
A1259,Europa,Spain,Bebida Bolt,Uva,Baja,7/06/2022,623535764,18/06/2022,6806,49.63,31.79,337781.78,216362.74
A126,Europa,Romania,Bebida Bolt,Uva,Alta,1/07/2021,477304303,2/07/2021,5799,49.63,31.79,287804.37,184350.21
A1260,America Del Norte,Canadá,Bebida Bolt,Naranja,Alta,9/08/2023,632386195,28/09/2023,6553,47.45,31.79,310939.85,208319.87
A1261,Europa,Spain,Bebida Bolt,Nuevo Mango,Baja,15/11/2022,632866847,29/11/2022,6478,49.63,31.79,321503.14,205935.62
A1262,America Del Sur,Colombia,Bebida Bolt,Fresa,Critica,14/05/2021,643387544,6/06/2021,6323,38.78,31.79,245205.94,201008.17
A1263,Europa,Austria,Bebida Bolt,Naranja,Media,12/05/2022,670916020,19/05/2022,5905,49.63,31.79,293065.15,187719.95
A1264,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Alta,22/08/2023,679107701,24/08/2023,4581,38.78,31.79,177651.18,145629.99
A1265,Europa,Liechtenstein,Bebida Bolt,Nuevo Mango,Media,8/02/2022,695057189,22/02/2022,5309,49.63,31.79,263485.67,168773.11
A1266,Europa,Spain,Bebida Bolt,Nuevo Mango,Alta,8/08/2022,707739102,14/08/2022,5832,49.63,31.79,289442.16,185399.28
A1267,America Del Norte,Canadá,Bebida Bolt,Nuevo Mango,Media,9/03/2021,727281463,27/04/2021,5991,47.45,31.79,284272.95,190453.89
A1268,Asia,China,Bebida Bolt,Fresa,Baja,25/11/2022,731539952,26/11/2022,6121,51.2,31.79,313395.2,194586.59
A1269,America Del Sur,Colombia,Bebida Bolt,Uva,Critica,14/04/2021,813131034,17/04/2021,6071,38.78,31.79,235433.38,192997.09
A127,America Del Sur,Argentina,Bebida Bolt,Naranja,Media,22/01/2021,494225394,3/03/2021,3403,38.78,31.79,131968.34,108181.37
A1270,America Del Sur,Colombia,Bebida Bolt,Fresa,Alta,28/07/2021,814142549,31/08/2021,5858,38.78,31.79,227173.24,186225.82
A1271,America Del Sur,Argentina,Bebida Bolt,Naranja,Baja,22/08/2022,829201543,1/09/2022,4789,38.78,31.79,185717.42,152242.31
A1272,America Del Norte,Canadá,Bebida Bolt,Nuevo Mango,Baja,22/08/2023,830754220,24/08/2023,4668,47.45,31.79,221496.6,148395.72
A1273,Europa,Spain,Bebida Bolt,Nuevo Mango,Alta,18/04/2021,838085019,7/05/2021,4502,49.63,31.79,223434.26,143118.58
A1274,Europa,Portugal,Bebida Bolt,Nuevo Mango,Media,10/12/2022,852058255,15/12/2022,5132,49.63,31.79,254701.16,163146.28
A1275,Europa,Austria,Bebida Bolt,Nuevo Mango,Critica,10/08/2023,868652760,24/09/2023,5215,49.63,31.79,258820.45,165784.85
A1276,Europa,Spain,Bebida Bolt,Fresa,Critica,9/11/2022,879757964,14/12/2022,5201,49.63,31.79,258125.63,165339.79
A1277,Europa,Hungary,Bebida Bolt,Uva,Baja,16/10/2022,890339171,26/11/2022,5125,49.63,31.79,254353.75,162923.75
A1278,Asia,Thailand,Bebida Bolt,Naranja,Baja,11/02/2023,892692220,25/02/2023,5091,51.2,31.79,260659.2,161842.89
A1279,Europa,Romania,Bebida Bolt,Nuevo Mango,Baja,12/03/2022,897720181,19/03/2022,5181,49.63,31.79,257133.03,164703.99
A128,Centroamerica y Caribe,Costa Rica,Bebida Bolt,Nuevo Mango,Baja,17/09/2022,506900441,17/09/2022,1829,49.63,31.79,90773.27,58143.91
A1280,Europa,Poland,Bebida Bolt,Fresa,Critica,24/02/2023,914382064,23/03/2023,4572,49.63,31.79,226908.36,145343.88
A1281,Europa,Spain,Bebida Bolt,Naranja,Baja,12/08/2023,917417895,14/08/2023,3742,49.63,31.79,185715.46,118958.18
A1282,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Baja,17/01/2023,927084577,31/01/2023,2921,38.78,31.79,113276.38,92858.59
A1283,Asia,Uzbekistan,Bebida Bolt,Fresa,Critica,17/04/2021,938801753,28/04/2021,3182,51.2,31.79,162918.4,101155.78
A1284,Europa,Spain,Bebida Bolt,Uva,Media,25/11/2022,939389693,2/12/2022,3457,49.63,31.79,171570.91,109898.03
A1285,America Del Sur,Argentina,Bebida Bolt,Naranja,Baja,8/03/2021,939460504,10/03/2021,4637,38.78,31.79,179822.86,147410.23
A1286,Asia,Nepal,Bebida Bolt,Nuevo Mango,Baja,20/11/2021,940079343,1/01/2022,4535,51.2,31.79,232192,144167.65
A1287,America Del Norte,Canadá,Bebida Bolt,Fresa,Media,18/08/2022,941685664,7/10/2022,4493,47.45,31.79,213192.85,142832.47
A1288,America Del Sur,Argentina,Bebida Bolt,Naranja,Media,16/05/2021,945736443,6/06/2021,4553,38.78,31.79,176565.34,144739.87
A1289,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Alta,12/06/2023,961049926,26/06/2023,4583,38.78,31.79,177728.74,145693.57
A129,America Del Norte,Estados Unidos,Bebida Bolt,Fresa,Alta,30/06/2022,516876542,31/07/2022,4061,47.45,31.79,192694.45,129099.19
A1290,America Del Sur,Argentina,Bebida Bolt,Fresa,Critica,5/06/2023,967345178,16/07/2023,4804,38.78,31.79,186299.12,152719.16
A1291,Asia,Philippines,Bebida Bolt,Naranja,Critica,27/10/2021,967977750,9/12/2021,5602,51.2,31.79,286822.4,178087.58
A1292,Europa,Portugal,Bebida Bolt,Nuevo Mango,Media,15/03/2022,115831792,5/04/2022,6506,49.63,31.79,322892.78,206825.74
A1293,America Del Norte,Canada,Bebida Bolt,Fresa,Media,14/06/2021,116113746,28/06/2021,7226,47.45,31.79,342873.7,229714.54
A1294,America Del Sur,Paraguay,Bebida Bolt,Uva,Critica,4/05/2023,121176040,19/05/2023,6530,38.78,31.79,253233.4,207588.7
A1295,Asia,South Korea,Bebida Bolt,Fresa,Alta,11/10/2022,121239984,9/11/2022,6301,51.2,31.79,322611.2,200308.79
A1296,Europa,Sweden,Bebida Bolt,Uva,Baja,7/05/2021,128816258,8/05/2021,6029,49.63,31.79,299219.27,191661.91
A1297,America Del Norte,Canadá,Bebida Bolt,Naranja,Media,4/04/2021,136167657,17/04/2021,6071,47.45,31.79,288068.95,192997.09
A1298,America Del Norte,Canadá,Bebida Bolt,Nuevo Mango,Alta,29/01/2022,144708669,1/03/2022,6239,47.45,31.79,296040.55,198337.81
A1299,America Del Sur,Paraguay,Bebida Bolt,Fresa,Baja,30/10/2021,146849286,19/11/2021,6495,38.78,31.79,251876.1,206476.05
A130,Centroamerica y Caribe,Grenada,Bebida Bolt,Naranja,Baja,13/10/2021,521885192,29/10/2021,5865,49.63,31.79,291079.95,186448.35
A1300,Europa,Macedonia,Bebida Bolt,Naranja,Baja,11/09/2022,150160205,18/09/2022,6808,49.63,31.79,337881.04,216426.32
A1301,America Del Sur,Bolivia,Bebida Bolt,Nuevo Mango,Critica,19/08/2021,152694785,12/09/2021,7101,38.78,31.79,275376.78,225740.79
A1302,Europa,Poland,Bebida Bolt,Nuevo Mango,Media,8/07/2022,152819240,12/08/2022,7006,49.63,31.79,347707.78,222720.74
A1303,Europa,Spain,Bebida Bolt,Fresa,Alta,14/02/2023,156183803,24/03/2023,6889,49.63,31.79,341901.07,219001.31
A1304,Asia,Indonesia,Bebida Bolt,Naranja,Baja,10/05/2021,160264194,24/05/2021,6179,51.2,31.79,316364.8,196430.41
A1305,Asia,Taiwan,Bebida Bolt,Nuevo Mango,Media,31/05/2023,162745130,15/06/2023,5957,51.2,31.79,304998.4,189373.03
A1306,America Del Norte,Canadá,Bebida Bolt,Nuevo Mango,Alta,30/01/2022,187923991,13/03/2022,4616,47.45,31.79,219029.2,146742.64
A1307,Europa,Norway,Bebida Bolt,Nuevo Mango,Baja,5/04/2022,193923556,16/04/2022,4503,49.63,31.79,223483.89,143150.37
A1308,Europa,Germany,Bebida Bolt,Nuevo Mango,Media,8/04/2023,200081908,8/04/2023,4237,49.63,31.79,210282.31,134694.23
A1309,Europa,Spain,Bebida Bolt,Fresa,Baja,25/01/2022,203154218,7/02/2022,3939,49.63,31.79,195492.57,125220.81
A131,America Del Sur,Chile,Bebida Bolt,Nuevo Mango,Critica,18/02/2022,526523911,25/03/2022,6741,38.78,31.79,261415.98,214296.39
A1310,America Del Sur,Argentina,Bebida Bolt,Uva,Media,31/10/2022,207990348,16/11/2022,4621,38.78,31.79,179202.38,146901.59
A1311,Asia,India,Bebida Bolt,Naranja,Alta,12/09/2022,211913239,23/09/2022,5277,51.2,31.79,270182.4,167755.83
A1312,Europa,Germany,Bebida Bolt,Nuevo Mango,Alta,23/05/2022,246557939,11/07/2022,6738,49.63,31.79,334406.94,214201.02
A1313,Europa,Greece,Bebida Bolt,Fresa,Media,29/11/2022,271128261,1/01/2023,7118,49.63,31.79,353266.34,226281.22
A1314,Europa,Georgia,Bebida Bolt,Uva,Alta,1/04/2021,289702451,14/04/2021,7206,49.63,31.79,357633.78,229078.74
A1315,America Del Sur,Bolivia,Bebida Bolt,Naranja,Alta,5/04/2021,305997836,6/05/2021,7095,38.78,31.79,275144.1,225550.05
A1316,Australia y Oceania,Papua New Guinea,Bebida Bolt,Nuevo Mango,Alta,7/07/2022,310959708,8/08/2022,7241,49.63,31.79,359370.83,230191.39
A1317,Europa,Cyprus,Bebida Bolt,Fresa,Critica,20/05/2023,314270627,8/06/2023,7373,49.63,31.79,365921.99,234387.67
A1318,Asia,Taiwan,Bebida Bolt,Naranja,Critica,31/05/2022,335351932,10/07/2022,7311,51.2,31.79,374323.2,232416.69
A1319,Europa,Spain,Bebida Bolt,Nuevo Mango,Alta,28/04/2023,336541545,14/06/2023,7041,49.63,31.79,349444.83,223833.39
A132,Europa,Austria,Bebida Bolt,Fresa,Media,7/05/2021,536287581,6/06/2021,8566,49.63,31.79,425130.58,272313.14
A1320,America Del Sur,Colombia,Bebida Bolt,Fresa,Alta,26/01/2023,345530164,3/02/2023,5480,38.78,31.79,212514.4,174209.2
A1321,Europa,Cyprus,Bebida Bolt,Uva,Media,23/04/2022,345889794,21/05/2022,5015,49.63,31.79,248894.45,159426.85
A1322,Europa,Italy,Bebida Bolt,Naranja,Baja,12/04/2023,351650750,5/05/2023,4891,49.63,31.79,242740.33,155484.89
A1323,Australia y Oceania,Fiji,Bebida Bolt,Nuevo Mango,Baja,20/06/2022,372393023,9/07/2022,5667,49.63,31.79,281253.21,180153.93
A1324,Europa,San Marino,Bebida Bolt,Fresa,Media,3/11/2022,395414102,1/12/2022,6020,49.63,31.79,298772.6,191375.8
A1325,America Del Sur,Bolivia,Bebida Bolt,Naranja,Alta,19/12/2022,401447999,24/12/2022,7126,38.78,31.79,276346.28,226535.54
A1326,America Del Sur,Bolivia,Bebida Bolt,Nuevo Mango,Media,31/01/2021,422283828,20/02/2021,6989,38.78,31.79,271033.42,222180.31
A1327,Asia,Brunei,Bebida Bolt,Fresa,Baja,16/07/2022,422620713,1/08/2022,5515,51.2,31.79,282368,175321.85
A1328,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Baja,7/12/2020,435887134,15/01/2021,4230,38.78,31.79,164039.4,134471.7
A1329,Europa,Switzerland,Bebida Bolt,Fresa,Alta,12/10/2022,469912993,18/11/2022,3870,49.63,31.79,192068.1,123027.3
A133,America Del Sur,Argentina,Bebida Bolt,Uva,Alta,22/08/2020,540352094,6/09/2020,3926,38.78,31.79,152250.28,124807.54
A1330,Australia y Oceania,Tuvalu,Bebida Bolt,Uva,Baja,18/11/2021,477304303,19/11/2021,3555,49.63,31.79,176434.65,113013.45
A1331,Europa,Spain,Bebida Bolt,Naranja,Baja,11/06/2021,494225394,21/07/2021,3638,49.63,31.79,180553.94,115652.02
A1332,America Del Norte,Greenland,Bebida Bolt,Nuevo Mango,Critica,4/02/2023,506900441,4/02/2023,3756,47.45,31.79,178222.2,119403.24
A1333,Europa,Spain,Bebida Bolt,Fresa,Alta,17/11/2022,516876542,18/12/2022,3708,49.63,31.79,184028.04,117877.32
A1334,Europa,Belarus,Bebida Bolt,Naranja,Alta,2/03/2022,521885192,18/03/2022,3763,49.63,31.79,186757.69,119625.77
A1335,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Media,8/07/2022,526523911,12/08/2022,3777,38.78,31.79,146472.06,120070.83
A1336,Europa,Switzerland,Bebida Bolt,Nuevo Mango,Baja,24/09/2021,536287581,24/10/2021,3763,49.63,31.79,186757.69,119625.77
A1337,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Media,9/01/2021,540352094,24/01/2021,3296,38.78,31.79,127818.88,104779.84
A1338,Europa,Italy,Bebida Bolt,Nuevo Mango,Alta,13/10/2022,540324628,21/11/2022,3049,49.63,31.79,151321.87,96927.71
A1339,Europa,Finland,Bebida Bolt,Fresa,Critica,11/10/2021,562583100,20/11/2021,2954,49.63,31.79,146607.02,93907.66
A134,Europa,Liechtenstein,Bebida Bolt,Naranja,Media,26/05/2022,540324628,4/07/2022,2765,49.63,31.79,137226.95,87899.35
A1340,America Del Norte,Mexico,Bebida Bolt,Uva,Media,24/10/2022,565477311,18/11/2022,3770,47.45,31.79,178886.5,119848.3
A1341,Asia,Japan,Bebida Bolt,Naranja,Media,17/03/2021,572249782,17/03/2021,4424,51.2,31.79,226508.8,140638.96
A1342,America Del Sur,Colombia,Bebida Bolt,Nuevo Mango,Baja,11/02/2021,574051368,25/02/2021,5598,38.78,31.79,217090.44,177960.42
A1343,America Del Sur,Colombia,Bebida Bolt,Fresa,Baja,21/09/2021,579580581,8/10/2021,6318,38.78,31.79,245012.04,200849.22
A1344,Europa,Romania,Bebida Bolt,Uva,Alta,5/01/2022,583977258,19/02/2022,6420,49.63,31.79,318624.6,204091.8
A1345,America Del Sur,Chile,Bebida Bolt,Naranja,Media,17/06/2022,623535764,28/06/2022,6666,38.78,31.79,258507.48,211912.14
A1346,Europa,Spain,Bebida Bolt,Nuevo Mango,Baja,19/08/2023,632386195,8/10/2023,6607,49.63,31.79,327905.41,210036.53
A1347,America Del Norte,Canadá,Bebida Bolt,Fresa,Alta,25/11/2022,632866847,9/12/2022,6526,47.45,31.79,309658.7,207461.54
A1348,Europa,Spain,Bebida Bolt,Naranja,Baja,24/05/2021,643387544,16/06/2021,6400,49.63,31.79,317632,203456
A1349,America Del Sur,Colombia,Bebida Bolt,Nuevo Mango,Critica,22/05/2022,670916020,29/05/2022,6170,38.78,31.79,239272.6,196144.3
A135,Europa,Spain,Bebida Bolt,Nuevo Mango,Alta,24/05/2021,562583100,3/07/2021,5711,49.63,31.79,283436.93,181552.69
A1350,Europa,Austria,Bebida Bolt,Fresa,Media,1/09/2023,679107701,3/09/2023,5490,49.63,31.79,272468.7,174527.1
A1351,America Del Sur,Argentina,Bebida Bolt,Uva,Alta,18/02/2022,695057189,4/03/2022,4675,38.78,31.79,181296.5,148618.25
A1352,Europa,Liechtenstein,Bebida Bolt,Naranja,Media,18/08/2022,707739102,24/08/2022,5486,49.63,31.79,272270.18,174399.94
A1353,Europa,Spain,Bebida Bolt,Nuevo Mango,Alta,19/03/2021,727281463,7/05/2021,5938,49.63,31.79,294702.94,188769.02
A1354,America Del Norte,Canadá,Bebida Bolt,Fresa,Media,5/12/2022,731539952,6/12/2022,6017,47.45,31.79,285506.65,191280.43
A1355,Asia,China,Bebida Bolt,Naranja,Baja,24/04/2021,813131034,27/04/2021,6091,51.2,31.79,311859.2,193632.89
A1356,America Del Sur,Colombia,Bebida Bolt,Nuevo Mango,Critica,7/08/2021,814142549,10/09/2021,5873,38.78,31.79,227754.94,186702.67
A1357,America Del Sur,Colombia,Bebida Bolt,Fresa,Alta,1/09/2022,829201543,11/09/2022,5191,38.78,31.79,201306.98,165021.89
A136,America Del Norte,Estados Unidos,Bebida Bolt,Fresa,Media,6/06/2022,565477311,1/07/2022,7728,47.45,31.79,366693.6,245673.12
A137,Asia,China,Bebida Bolt,Naranja,Baja,28/10/2020,572249782,28/10/2020,4867,51.2,31.79,249190.4,154721.93
A138,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Critica,24/09/2020,574051368,8/10/2020,2185,38.78,31.79,84734.3,69461.15
A139,America Del Sur,Argentina,Bebida Bolt,Fresa,Alta,4/05/2021,579580581,21/05/2021,7574,38.78,31.79,293719.72,240777.46
A140,Africa,Mozambique,Bebida Bolt,Naranja,Baja,18/08/2021,583977258,2/10/2021,895,35.7,31.79,31951.5,28452.05
A141,America Del Norte,Estados Unidos,Bebida Bolt,Nuevo Mango,Baja,28/01/2022,623535764,8/02/2022,5023,47.45,31.79,238341.35,159681.17
A142,Centroamerica y Caribe,Saint Kitts and Nevis ,Bebida Bolt,Fresa,Alta,1/04/2023,632386195,21/05/2023,6078,49.63,31.79,301651.14,193219.62
A143,Europa,Portugal,Bebida Bolt,Uva,Media,8/07/2022,632866847,22/07/2022,7652,49.63,31.79,379768.76,243257.08
A144,Europa,Austria,Bebida Bolt,Fresa,Critica,4/01/2021,643387544,27/01/2021,7481,49.63,31.79,371282.03,237820.99
A145,Centroamerica y Caribe,Guatemala,Bebida Bolt,Uva,Critica,2/01/2022,670916020,9/01/2022,7393,49.63,31.79,366914.59,235023.47
A146,Europa,Hungary,Bebida Bolt,Naranja,Baja,14/04/2023,679107701,16/04/2023,1930,49.63,31.79,95785.9,61354.7
A147,Asia,Thailand,Bebida Bolt,Nuevo Mango,Baja,1/10/2021,695057189,15/10/2021,1810,51.2,31.79,92672,57539.9
A148,Europa,Romania,Bebida Bolt,Fresa,Baja,31/03/2022,707739102,6/04/2022,3782,49.63,31.79,187700.66,120229.78
A149,Europa,Poland,Bebida Bolt,Naranja,Critica,30/10/2020,727281463,18/12/2020,4627,49.63,31.79,229638.01,147092.33
A150,Centroamerica y Caribe,Haiti,Bebida Bolt,Nuevo Mango,Baja,18/07/2022,731539952,19/07/2022,7782,49.63,31.79,386220.66,247389.78
A151,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Baja,5/12/2020,813131034,8/12/2020,3411,38.78,31.79,132278.58,108435.69
A152,Asia,Uzbekistan,Bebida Bolt,Nuevo Mango,Critica,20/03/2021,814142549,23/04/2021,2301,51.2,31.79,117811.2,73148.79
A153,Centroamerica y Caribe,Belize,Bebida Bolt,Nuevo Mango,Media,14/04/2022,829201543,24/04/2022,3391,49.63,31.79,168295.33,107799.89
A154,America Del Sur,Argentina,Bebida Bolt,Fresa,Baja,14/04/2023,830754220,16/04/2023,7698,38.78,31.79,298528.44,244719.42
A155,Asia,Nepal,Bebida Bolt,Uva,Baja,9/12/2020,838085019,28/12/2020,7033,51.2,31.79,360089.6,223579.07
A156,America Del Norte,Estados Unidos,Bebida Bolt,Naranja,Media,2/08/2022,852058255,7/08/2022,2518,47.45,31.79,119479.1,80047.22
A157,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Media,2/04/2023,868652760,17/05/2023,2039,38.78,31.79,79072.42,64819.81
A158,Australia y Oceania,Australia,Bebida Bolt,Fresa,Alta,2/07/2022,879757964,6/08/2022,2549,49.63,31.79,126506.87,81032.71
A159,America Del Sur,Argentina,Bebida Bolt,Naranja,Critica,8/06/2022,890339171,19/07/2022,3727,38.78,31.79,144533.06,118481.33
A160,Asia,Philippines,Bebida Bolt,Nuevo Mango,Critica,4/10/2022,892692220,18/10/2022,1950,51.2,31.79,99840,61990.5
A161,Europa,Portugal,Bebida Bolt,Fresa,Media,2/11/2021,897720181,9/11/2021,6236,49.63,31.79,309492.68,198242.44
A162,America Del Norte,Canada,Bebida Bolt,Uva,Media,17/10/2022,914382064,13/11/2022,4278,47.45,31.79,202991.1,135997.62
A163,America Del Sur,Argentina,Bebida Bolt,Naranja,Critica,4/04/2023,917417895,6/04/2023,3701,38.78,31.79,143524.78,117654.79
A164,Asia,South Korea,Bebida Bolt,Nuevo Mango,Alta,9/09/2022,927084577,23/09/2022,3563,51.2,31.79,182425.6,113267.77
A165,Europa,Sweden,Bebida Bolt,Fresa,Baja,8/12/2020,938801753,19/12/2020,1322,49.63,31.79,65610.86,42026.38
A166,America Del Norte,Estados Unidos,Bebida Bolt,Naranja,Media,18/07/2022,939389693,25/07/2022,2661,47.45,31.79,126264.45,84593.19
A167,America Del Norte,Estados Unidos,Bebida Bolt,Nuevo Mango,Alta,29/10/2020,939460504,31/10/2020,5749,47.45,31.79,272790.05,182760.71
A168,America Del Sur,Argentina,Bebida Bolt,Fresa,Baja,13/07/2021,940079343,24/08/2021,7543,38.78,31.79,292517.54,239791.97
A169,Europa,Macedonia,Bebida Bolt,Naranja,Baja,10/04/2022,941685664,30/05/2022,4723,49.63,31.79,234402.49,150144.17
A170,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Critica,6/01/2021,945736443,27/01/2021,4479,38.78,31.79,173695.62,142387.41
A171,Europa,Poland,Bebida Bolt,Fresa,Media,2/02/2023,961049926,16/02/2023,3892,49.63,31.79,193159.96,123726.68
A172,Centroamerica y Caribe,Guatemala,Bebida Bolt,Uva,Alta,26/01/2023,967345178,8/03/2023,5661,49.63,31.79,280955.43,179963.19
A173,Asia,Indonesia,Bebida Bolt,Fresa,Baja,19/06/2021,967977750,1/08/2021,6087,51.2,31.79,311654.4,193505.73
A174,Asia,Taiwan,Bebida Bolt,Uva,Media,5/11/2021,115831792,26/11/2021,6132,51.2,31.79,313958.4,194936.28
A175,America Del Norte,Estados Unidos,Bebida Bolt,Naranja,Alta,4/02/2021,116113746,18/02/2021,8336,47.45,31.79,395543.2,265001.44
A176,Europa,Norway,Bebida Bolt,Nuevo Mango,Baja,25/12/2022,121176040,9/01/2023,8772,49.63,31.79,435354.36,278861.88
A177,Europa,Germany,Bebida Bolt,Fresa,Media,3/06/2022,121239984,2/07/2022,7317,49.63,31.79,363142.71,232607.43
A178,Centroamerica y Caribe,The Bahamas,Bebida Bolt,Naranja,Baja,28/12/2020,128816258,29/12/2020,8070,49.63,31.79,400514.1,256545.3
A179,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Media,25/11/2020,136167657,8/12/2020,7713,38.78,31.79,299110.14,245196.27
A180,Asia,India,Bebida Bolt,Nuevo Mango,Alta,21/09/2021,144708669,22/10/2021,3875,51.2,31.79,198400,123186.25
A181,Europa,Germany,Bebida Bolt,Nuevo Mango,Alta,22/06/2021,146849286,12/07/2021,4025,49.63,31.79,199760.75,127954.75
A182,Europa,Greece,Bebida Bolt,Nuevo Mango,Media,4/05/2022,150160205,11/05/2022,4810,49.63,31.79,238720.3,152909.9
A183,Europa,Georgia,Bebida Bolt,Fresa,Alta,11/04/2021,152694785,5/05/2021,4733,49.63,31.79,234898.79,150462.07
A184,America Del Sur,Argentina,Bebida Bolt,Uva,Alta,28/02/2022,152819240,4/04/2022,4358,38.78,31.79,169003.24,138540.82
A185,Australia y Oceania,Papua New Guinea,Bebida Bolt,Naranja,Alta,7/10/2022,156183803,14/11/2022,3994,49.63,31.79,198222.22,126969.26
A186,Europa,Cyprus,Bebida Bolt,Nuevo Mango,Critica,31/12/2020,160264194,14/01/2021,5213,49.63,31.79,258721.19,165721.27
A187,Asia,Taiwan,Bebida Bolt,Fresa,Critica,21/01/2023,162745130,5/02/2023,8068,51.2,31.79,413081.6,256481.72
A188,Europa,Spain,Bebida Bolt,Naranja,Alta,22/09/2021,187923991,3/11/2021,8772,49.63,31.79,435354.36,278861.88
A189,Africa,Malawi,Bebida Bolt,Nuevo Mango,Alta,26/11/2021,193923556,7/12/2021,895,35.7,31.79,31951.5,28452.05
A190,Europa,Cyprus,Bebida Bolt,Fresa,Media,29/11/2022,200081908,29/11/2022,6167,49.63,31.79,306068.21,196048.93
A191,Europa,Italy,Bebida Bolt,Uva,Baja,17/09/2021,203154218,30/09/2021,6086,49.63,31.79,302048.18,193473.94
A192,Australia y Oceania,Fiji,Bebida Bolt,Naranja,Baja,23/06/2022,207990348,9/07/2022,7080,49.63,31.79,351380.4,225073.2
A193,Europa,San Marino,Bebida Bolt,Nuevo Mango,Media,5/05/2022,211913239,16/05/2022,7761,49.63,31.79,385178.43,246722.19
A194,America Del Sur,Paraguay,Bebida Bolt,Fresa,Alta,13/01/2022,246557939,3/03/2022,7964,38.78,31.79,308843.92,253175.56
A195,America Del Sur,Argentina,Bebida Bolt,Naranja,Media,22/07/2022,271128261,24/08/2022,1966,38.78,31.79,76241.48,62499.14
A196,Asia,Brunei,Bebida Bolt,Nuevo Mango,Baja,22/11/2020,289702451,5/12/2020,3233,51.2,31.79,165529.6,102777.07
A197,America Del Sur,Colombia,Bebida Bolt,Fresa,Baja,26/11/2020,305997836,27/12/2020,5833,38.78,31.79,226203.74,185431.07
A198,Europa,Switzerland,Bebida Bolt,Naranja,Alta,27/02/2022,310959708,31/03/2022,5680,49.63,31.79,281898.4,180567.2
A199,Australia y Oceania,Tuvalu,Bebida Bolt,Nuevo Mango,Baja,10/01/2023,314270627,29/01/2023,6143,49.63,31.79,304877.09,195285.97
A200,Centroamerica y Caribe,Panama,Bebida Bolt,Fresa,Baja,21/01/2022,335351932,2/03/2022,7760,49.63,31.79,385128.8,246690.4
A201,America Del Norte,Greenland,Bebida Bolt,Uva,Critica,19/12/2022,336541545,4/02/2023,7858,47.45,31.79,372862.1,249805.82
A202,Centroamerica y Caribe,Jamaica,Bebida Bolt,Fresa,Alta,18/09/2022,345530164,26/09/2022,8759,49.63,31.79,434709.17,278448.61
A203,Europa,Belarus,Bebida Bolt,Uva,Alta,14/12/2021,345889794,11/01/2022,7992,49.63,31.79,396642.96,254065.68
A204,America Del Sur,Argentina,Bebida Bolt,Naranja,Media,3/12/2022,351650750,26/12/2022,3180,38.78,31.79,123320.4,101092.2
A205,Europa,Switzerland,Bebida Bolt,Nuevo Mango,Baja,10/02/2022,372393023,1/03/2022,2432,49.63,31.79,120700.16,77313.28
A206,America Del Sur,Argentina,Bebida Bolt,Fresa,Media,26/06/2022,395414102,24/07/2022,3705,38.78,31.79,143679.9,117781.95
A207,Europa,Italy,Bebida Bolt,Naranja,Alta,11/08/2022,401447999,16/08/2022,7339,49.63,31.79,364234.57,233306.81
A208,Europa,Finland,Bebida Bolt,Nuevo Mango,Critica,23/09/2020,422283828,13/10/2020,4866,49.63,31.79,241499.58,154690.14
A209,America Del Norte,Mexico,Bebida Bolt,Nuevo Mango,Media,8/03/2022,422620713,24/03/2022,2380,47.45,31.79,112931,75660.2
A210,Asia,Japan,Bebida Bolt,Nuevo Mango,Media,30/07/2020,435887134,7/09/2020,2450,51.2,31.79,125440,77885.5
A211,America Del Sur,Argentina,Bebida Bolt,Nuevo Mango,Baja,4/06/2022,469912993,11/07/2022,4672,38.78,31.79,181180.16,148522.88
A212,America Del Sur,Colombia,Bebida Bolt,Fresa,Baja,11/07/2021,477304303,12/07/2021,6267,38.78,31.79,243034.26,199227.93
A213,Europa,Romania,Bebida Bolt,Uva,Alta,1/02/2021,494225394,13/03/2021,4608,49.63,31.79,228695.04,146488.32
A214,America Del Sur,Argentina,Bebida Bolt,Fresa,Media,27/09/2022,506900441,27/09/2022,2658,38.78,31.79,103077.24,84497.82
