ID;Zona;Pais;Tipo de producto;Sabor;Prioridad;Fecha pedido;ID Pedido;Fecha envio;Unidades; Precio Unitario ; Coste unitario ; Importe venta total ; Importe Coste total 
A1255;America Del Sur;Colombia;Bebida Bolt;Uva;Baja;7/03/2021;572249782;7/03/2021;4993;47.45;31.79;236917.85;158727.47
A1256;America Del Sur;Colombia;Bebida Bolt;Fresa;Baja;1/02/2021;574051368;15/02/2021;5757;47.45;31.79;273169.65;183015.03
A1257;Europa;Romania;Bebida Bolt;Uva;Alta;11/09/2021;579580581;28/09/2021;6394;47.45;31.79;303395.3;203265.26
A1258;America Del Sur;Paraguay;Bebida Bolt;Fresa;Media;26/12/2021;583977258;9/02/2022;6531;47.45;31.79;309895.95;207620.49
A1259;Europa;Spain;Bebida Bolt;Uva;Baja;7/06/2022;623535764;18/06/2022;6806;47.45;31.79;322944.7;216362.74
A126;Europa;Romania;Bebida Bolt;Uva;Alta;1/07/2021;477304303;2/07/2021;5799;47.45;31.79;275162.55;184350.21
A1260;America Del Norte;Canadá;Bebida Bolt;Naranja;Alta;9/08/2023;632386195;28/09/2023;6553;47.45;31.79;310939.85;208319.87
A1261;Europa;Spain;Bebida Bolt;Nuevo Mango;Baja;15/11/2022;632866847;29/11/2022;6478;47.45;31.79;307381.1;205935.62
A1262;America Del Sur;Colombia;Bebida Bolt;Fresa;Crítica;14/05/2021;643387544;6/06/2021;6323;47.45;31.79;300026.35;201008.17
A1263;Europa;Austria;Bebida Bolt;Naranja;Media;12/05/2022;670916020;19/05/2022;5905;47.45;31.79;280192.25;187719.95
A1264;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Alta;22/08/2023;679107701;24/08/2023;4581;47.45;31.79;217368.45;145629.99
A1265;Europa;Liechtenstein;Bebida Bolt;Nuevo Mango;Media;8/02/2022;695057189;22/02/2022;5309;47.45;31.79;251912.05;168773.11
A1266;Europa;Spain;Bebida Bolt;Nuevo Mango;Alta;8/08/2022;707739102;14/08/2022;5832;47.45;31.79;276728.4;185399.28
A1267;America Del Norte;Canadá;Bebida Bolt;Nuevo Mango;Media;9/03/2021;727281463;27/04/2021;5991;47.45;31.79;284272.95;190453.89
A1268;Asia;China;Bebida Bolt;Fresa;Baja;25/11/2022;731539952;26/11/2022;6121;47.45;31.79;290441.45;194586.59
A1269;America Del Sur;Colombia;Bebida Bolt;Uva;Crítica;14/04/2021;813131034;17/04/2021;6071;47.45;31.79;288068.95;192997.09
A127;America Del Sur;Argentina;Bebida Bolt;Naranja;Media;22/01/2021;494225394;3/03/2021;3403;47.45;31.79;161472.35;108181.37
A1270;America Del Sur;Colombia;Bebida Bolt;Fresa;Alta;28/07/2021;814142549;31/08/2021;5858;47.45;31.79;277962.1;186225.82
A1271;America Del Sur;Argentina;Bebida Bolt;Naranja;Baja;22/08/2022;829201543;1/09/2022;4789;47.45;31.79;227238.05;152242.31
A1272;America Del Norte;Canadá;Bebida Bolt;Nuevo Mango;Baja;22/08/2023;830754220;24/08/2023;4668;47.45;31.79;221496.6;148395.72
A1273;Europa;Spain;Bebida Bolt;Nuevo Mango;Alta;18/04/2021;838085019;7/05/2021;4502;47.45;31.79;213619.9;143118.58
A1274;Europa;Portugal;Bebida Bolt;Nuevo Mango;Media;10/12/2022;852058255;15/12/2022;5132;47.45;31.79;243513.4;163146.28
A1275;Europa;Austria;Bebida Bolt;Nuevo Mango;Crítica;10/08/2023;868652760;24/09/2023;5215;47.45;31.79;247451.75;165784.85
A1276;Europa;Spain;Bebida Bolt;Fresa;Crítica;9/11/2022;879757964;14/12/2022;5201;47.45;31.79;246787.45;165339.79
A1277;Europa;Hungary;Bebida Bolt;Uva;Baja;16/10/2022;890339171;26/11/2022;5125;47.45;31.79;243181.25;162923.75
A1278;Asia;Thailand;Bebida Bolt;Naranja;Baja;11/02/2023;892692220;25/02/2023;5091;47.45;31.79;241567.95;161842.89
A1279;Europa;Romania;Bebida Bolt;Nuevo Mango;Baja;12/03/2022;897720181;19/03/2022;5181;47.45;31.79;245838.45;164703.99
A128;Centroamerica y Caribe;Costa Rica;Bebida Bolt;Nuevo Mango;Baja;17/09/2022;506900441;17/09/2022;1829;47.45;31.79;86786.05;58143.91
A1280;Europa;Poland;Bebida Bolt;Fresa;Crítica;24/02/2023;914382064;23/03/2023;4572;47.45;31.79;216941.4;145343.88
A1281;Europa;Spain;Bebida Bolt;Naranja;Baja;12/08/2023;917417895;14/08/2023;3742;47.45;31.79;177557.9;118958.18
A1282;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Baja;17/01/2023;927084577;31/01/2023;2921;47.45;31.79;138601.45;92858.59
A1283;Asia;Uzbekistan;Bebida Bolt;Fresa;Crítica;17/04/2021;938801753;28/04/2021;3182;47.45;31.79;150985.9;101155.78
A1284;Europa;Spain;Bebida Bolt;Uva;Media;25/11/2022;939389693;2/12/2022;3457;47.45;31.79;164034.65;109898.03
A1285;America Del Sur;Argentina;Bebida Bolt;Naranja;Baja;8/03/2021;939460504;10/03/2021;4637;47.45;31.79;220025.65;147410.23
A1286;Asia;Nepal;Bebida Bolt;Nuevo Mango;Baja;20/11/2021;940079343;1/01/2022;4535;47.45;31.79;215185.75;144167.65
A1287;America Del Norte;Canadá;Bebida Bolt;Fresa;Media;18/08/2022;941685664;7/10/2022;4493;47.45;31.79;213192.85;142832.47
A1288;America Del Sur;Argentina;Bebida Bolt;Naranja;Media;16/05/2021;945736443;6/06/2021;4553;47.45;31.79;216039.85;144739.87
A1289;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Alta;12/06/2023;961049926;26/06/2023;4583;47.45;31.79;217463.35;145693.57
A129;America Del Norte;Estados Unidos;Bebida Bolt;Fresa;Alta;30/06/2022;516876542;31/07/2022;4061;47.45;31.79;192694.45;129099.19
A1290;America Del Sur;Argentina;Bebida Bolt;Fresa;Crítica;5/06/2023;967345178;16/07/2023;4804;47.45;31.79;227949.8;152719.16
A1291;Asia;Philippines;Bebida Bolt;Naranja;Crítica;27/10/2021;967977750;9/12/2021;5602;47.45;31.79;265814.9;178087.58
A1292;Europa;Portugal;Bebida Bolt;Nuevo Mango;Media;15/03/2022;115831792;5/04/2022;6506;47.45;31.79;308709.7;206825.74
A1293;America Del Norte;Canada;Bebida Bolt;Fresa;Media;14/06/2021;116113746;28/06/2021;7226;47.45;31.79;342873.7;229714.54
A1294;America Del Sur;Paraguay;Bebida Bolt;Uva;Crítica;4/05/2023;121176040;19/05/2023;6530;47.45;31.79;309848.5;207588.7
A1295;Asia;South Korea;Bebida Bolt;Fresa;Alta;11/10/2022;121239984;9/11/2022;6301;47.45;31.79;298982.45;200308.79
A1296;Europa;Sweden;Bebida Bolt;Uva;Baja;7/05/2021;128816258;8/05/2021;6029;47.45;31.79;286076.05;191661.91
A1297;America Del Norte;Canadá;Bebida Bolt;Naranja;Media;4/04/2021;136167657;17/04/2021;6071;47.45;31.79;288068.95;192997.09
A1298;America Del Norte;Canadá;Bebida Bolt;Nuevo Mango;Alta;29/01/2022;144708669;1/03/2022;6239;47.45;31.79;296040.55;198337.81
A1299;America Del Sur;Paraguay;Bebida Bolt;Fresa;Baja;30/10/2021;146849286;19/11/2021;6495;47.45;31.79;308187.75;206476.05
A130;Centroamerica y Caribe;Grenada;Bebida Bolt;Naranja;Baja;13/10/2021;521885192;29/10/2021;5865;47.45;31.79;278294.25;186448.35
A1300;Europa;Macedonia;Bebida Bolt;Naranja;Baja;11/09/2022;150160205;18/09/2022;6808;47.45;31.79;323039.6;216426.32
A1301;America Del Sur;Bolivia;Bebida Bolt;Nuevo Mango;Crítica;19/08/2021;152694785;12/09/2021;7101;47.45;31.79;336942.45;225740.79
A1302;Europa;Poland;Bebida Bolt;Nuevo Mango;Media;8/07/2022;152819240;12/08/2022;7006;47.45;31.79;332434.7;222720.74
A1303;Europa;Spain;Bebida Bolt;Fresa;Alta;14/02/2023;156183803;24/03/2023;6889;47.45;31.79;326883.05;219001.31
A1304;Asia;Indonesia;Bebida Bolt;Naranja;Baja;10/05/2021;160264194;24/05/2021;6179;47.45;31.79;293193.55;196430.41
A1305;Asia;Taiwan;Bebida Bolt;Nuevo Mango;Media;31/05/2023;162745130;15/06/2023;5957;47.45;31.79;282659.65;189373.03
A1306;America Del Norte;Canadá;Bebida Bolt;Nuevo Mango;Alta;30/01/2022;187923991;13/03/2022;4616;47.45;31.79;219029.2;146742.64
A1307;Europa;Norway;Bebida Bolt;Nuevo Mango;Baja;5/04/2022;193923556;16/04/2022;4503;47.45;31.79;213667.35;143150.37
A1308;Europa;Germany;Bebida Bolt;Nuevo Mango;Media;8/04/2023;200081908;8/04/2023;4237;47.45;31.79;201045.65;134694.23
A1309;Europa;Spain;Bebida Bolt;Fresa;Baja;25/01/2022;203154218;7/02/2022;3939;47.45;31.79;186905.55;125220.81
A131;America Del Sur;Chile;Bebida Bolt;Nuevo Mango;Critica;18/02/2022;526523911;25/03/2022;6741;47.45;31.79;319860.45;214296.39
A1310;America Del Sur;Argentina;Bebida Bolt;Uva;Media;31/10/2022;207990348;16/11/2022;4621;47.45;31.79;219266.45;146901.59
A1311;Asia;India;Bebida Bolt;Naranja;Alta;12/09/2022;211913239;23/09/2022;5277;47.45;31.79;250393.65;167755.83
A1312;Europa;Germany;Bebida Bolt;Nuevo Mango;Alta;23/05/2022;246557939;11/07/2022;6738;47.45;31.79;319718.1;214201.02
A1313;Europa;Greece;Bebida Bolt;Fresa;Media;29/11/2022;271128261;1/01/2023;7118;47.45;31.79;337749.1;226281.22
A1314;Europa;Georgia;Bebida Bolt;Uva;Alta;1/04/2021;289702451;14/04/2021;7206;47.45;31.79;341924.7;229078.74
A1315;America Del Sur;Bolivia;Bebida Bolt;Naranja;Alta;5/04/2021;305997836;6/05/2021;7095;47.45;31.79;336657.75;225550.05
A1316;Australia y Oceania;Papua New Guinea;Bebida Bolt;Nuevo Mango;Alta;7/07/2022;310959708;8/08/2022;7241;47.45;31.79;343585.45;230191.39
A1317;Europa;Cyprus;Bebida Bolt;Fresa;Crítica;20/05/2023;314270627;8/06/2023;7373;47.45;31.79;349848.85;234387.67
A1318;Asia;Taiwan;Bebida Bolt;Naranja;Crítica;31/05/2022;335351932;10/07/2022;7311;47.45;31.79;346906.95;232416.69
A1319;Europa;Spain;Bebida Bolt;Nuevo Mango;Alta;28/04/2023;336541545;14/06/2023;7041;47.45;31.79;334095.45;223833.39
A132;Europa;Austria;Bebida Bolt;Fresa;Media;7/05/2021;536287581;6/06/2021;8566;47.45;31.79;406456.7;272313.14
A1320;America Del Sur;Colombia;Bebida Bolt;Fresa;Alta;26/01/2023;345530164;3/02/2023;5480;47.45;31.79;260026;174209.2
A1321;Europa;Cyprus;Bebida Bolt;Uva;Media;23/04/2022;345889794;21/05/2022;5015;47.45;31.79;237961.75;159426.85
A1322;Europa;Italy;Bebida Bolt;Naranja;Baja;12/04/2023;351650750;5/05/2023;4891;47.45;31.79;232077.95;155484.89
A1323;Australia y Oceania;Fiji;Bebida Bolt;Nuevo Mango;Baja;20/06/2022;372393023;9/07/2022;5667;47.45;31.79;268899.15;180153.93
A1324;Europa;San Marino;Bebida Bolt;Fresa;Media;3/11/2022;395414102;1/12/2022;6020;47.45;31.79;285649;191375.8
A1325;America Del Sur;Bolivia;Bebida Bolt;Naranja;Alta;19/12/2022;401447999;24/12/2022;7126;47.45;31.79;338128.7;226535.54
A1326;America Del Sur;Bolivia;Bebida Bolt;Nuevo Mango;Media;31/01/2021;422283828;20/02/2021;6989;47.45;31.79;331628.05;222180.31
A1327;Asia;Brunei;Bebida Bolt;Fresa;Baja;16/07/2022;422620713;1/08/2022;5515;47.45;31.79;261686.75;175321.85
A1328;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Baja;7/12/2020;435887134;15/01/2021;4230;47.45;31.79;200713.5;134471.7
A1329;Europa;Switzerland;Bebida Bolt;Fresa;Alta;12/10/2022;469912993;18/11/2022;3870;47.45;31.79;183631.5;123027.3
A133;America Del Sur;Argentina;Bebida Bolt;Uva;Alta;22/08/2020;540352094;6/09/2020;3926;47.45;31.79;186288.7;124807.54
A1330;Australia y Oceania;Tuvalu;Bebida Bolt;Uva;Baja;18/11/2021;477304303;19/11/2021;3555;47.45;31.79;168684.75;113013.45
A1331;Europa;Spain;Bebida Bolt;Naranja;Baja;11/06/2021;494225394;21/07/2021;3638;47.45;31.79;172623.1;115652.02
A1332;America Del Norte;Greenland;Bebida Bolt;Nuevo Mango;Crítica;4/02/2023;506900441;4/02/2023;3756;47.45;31.79;178222.2;119403.24
A1333;Europa;Spain;Bebida Bolt;Fresa;Alta;17/11/2022;516876542;18/12/2022;3708;47.45;31.79;175944.6;117877.32
A1334;Europa;Belarus;Bebida Bolt;Naranja;Alta;2/03/2022;521885192;18/03/2022;3763;47.45;31.79;178554.35;119625.77
A1335;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Media;8/07/2022;526523911;12/08/2022;3777;47.45;31.79;179218.65;120070.83
A1336;Europa;Switzerland;Bebida Bolt;Nuevo Mango;Baja;24/09/2021;536287581;24/10/2021;3763;47.45;31.79;178554.35;119625.77
A1337;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Media;9/01/2021;540352094;24/01/2021;3296;47.45;31.79;156395.2;104779.84
A1338;Europa;Italy;Bebida Bolt;Nuevo Mango;Alta;13/10/2022;540324628;21/11/2022;3049;47.45;31.79;144675.05;96927.71
A1339;Europa;Finland;Bebida Bolt;Fresa;Crítica;11/10/2021;562583100;20/11/2021;2954;47.45;31.79;140167.3;93907.66
A134;Europa;Liechtenstein;Bebida Bolt;Naranja;Media;26/05/2022;540324628;4/07/2022;2765;47.45;31.79;131199.25;87899.35
A1340;America Del Norte;Mexico;Bebida Bolt;Uva;Media;24/10/2022;565477311;18/11/2022;3770;47.45;31.79;178886.5;119848.3
A1341;Asia;Japan;Bebida Bolt;Naranja;Media;17/03/2021;572249782;17/03/2021;4424;47.45;31.79;209918.8;140638.96
A1342;America Del Sur;Colombia;Bebida Bolt;Nuevo Mango;Baja;11/02/2021;574051368;25/02/2021;5598;47.45;31.79;265625.1;177960.42
A1343;America Del Sur;Colombia;Bebida Bolt;Fresa;Baja;21/09/2021;579580581;8/10/2021;6318;47.45;31.79;299789.1;200849.22
A1344;Europa;Romania;Bebida Bolt;Uva;Alta;5/01/2022;583977258;19/02/2022;6420;47.45;31.79;304629;204091.8
A1345;America Del Sur;Chile;Bebida Bolt;Naranja;Media;17/06/2022;623535764;28/06/2022;6666;47.45;31.79;316301.7;211912.14
A1346;Europa;Spain;Bebida Bolt;Nuevo Mango;Baja;19/08/2023;632386195;8/10/2023;6607;47.45;31.79;313502.15;210036.53
A1347;America Del Norte;Canadá;Bebida Bolt;Fresa;Alta;25/11/2022;632866847;9/12/2022;6526;47.45;31.79;309658.7;207461.54
A1348;Europa;Spain;Bebida Bolt;Naranja;Baja;24/05/2021;643387544;16/06/2021;6400;47.45;31.79;303680;203456
A1349;America Del Sur;Colombia;Bebida Bolt;Nuevo Mango;Crítica;22/05/2022;670916020;29/05/2022;6170;47.45;31.79;292766.5;196144.3
A135;Europa;Spain;Bebida Bolt;Nuevo Mango;Alta;24/05/2021;562583100;3/07/2021;5711;47.45;31.79;270986.95;181552.69
A1350;Europa;Austria;Bebida Bolt;Fresa;Media;1/09/2023;679107701;3/09/2023;5490;47.45;31.79;260500.5;174527.1
A1351;America Del Sur;Argentina;Bebida Bolt;Uva;Alta;18/02/2022;695057189;4/03/2022;4675;47.45;31.79;221828.75;148618.25
A1352;Europa;Liechtenstein;Bebida Bolt;Naranja;Media;18/08/2022;707739102;24/08/2022;5486;47.45;31.79;260310.7;174399.94
A1353;Europa;Spain;Bebida Bolt;Nuevo Mango;Alta;19/03/2021;727281463;7/05/2021;5938;47.45;31.79;281758.1;188769.02
A1354;America Del Norte;Canadá;Bebida Bolt;Fresa;Media;5/12/2022;731539952;6/12/2022;6017;47.45;31.79;285506.65;191280.43
A1355;Asia;China;Bebida Bolt;Naranja;Baja;24/04/2021;813131034;27/04/2021;6091;47.45;31.79;289017.95;193632.89
A1356;America Del Sur;Colombia;Bebida Bolt;Nuevo Mango;Crítica;7/08/2021;814142549;10/09/2021;5873;47.45;31.79;278673.85;186702.67
A1357;America Del Sur;Colombia;Bebida Bolt;Fresa;Alta;1/09/2022;829201543;11/09/2022;5191;47.45;31.79;246312.95;165021.89
A136;America Del Norte;Estados Unidos;Bebida Bolt;Fresa;Media;6/06/2022;565477311;1/07/2022;7728;47.45;31.79;366693.6;245673.12
A137;Asia;China;Bebida Bolt;Naranja;Baja;28/10/2020;572249782;28/10/2020;4867;47.45;31.79;230939.15;154721.93
A138;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Critica;24/09/2020;574051368;8/10/2020;2185;47.45;31.79;103678.25;69461.15
A139;America Del Sur;Argentina;Bebida Bolt;Fresa;Alta;4/05/2021;579580581;21/05/2021;7574;47.45;31.79;359386.3;240777.46
A140;Africa;Mozambique;Bebida Bolt;Naranja;Baja;18/08/2021;583977258;2/10/2021;895;47.45;31.79;424677.5;284520.5
A141;America Del Norte;Estados Unidos;Bebida Bolt;Nuevo Mango;Baja;28/01/2022;623535764;8/02/2022;5023;47.45;31.79;238341.35;159681.17
A142;Centroamerica y Caribe;Saint Kitts and Nevis ;Bebida Bolt;Fresa;Alta;1/04/2023;632386195;21/05/2023;6078;47.45;31.79;288401.1;193219.62
A143;Europa;Portugal;Bebida Bolt;Uva;Media;8/07/2022;632866847;22/07/2022;7652;47.45;31.79;363087.4;243257.08
A144;Europa;Austria;Bebida Bolt;Fresa;Critica;4/01/2021;643387544;27/01/2021;7481;47.45;31.79;354973.45;237820.99
A145;Centroamerica y Caribe;Guatemala;Bebida Bolt;Uva;Critica;2/01/2022;670916020;9/01/2022;7393;47.45;31.79;350797.85;235023.47
A146;Europa;Hungary;Bebida Bolt;Naranja;Baja;14/04/2023;679107701;16/04/2023;1930;47.45;31.79;91578.5;61354.7
A147;Asia;Thailand;Bebida Bolt;Nuevo Mango;Baja;1/10/2021;695057189;15/10/2021;1810;47.45;31.79;85884.5;57539.9
A148;Europa;Romania;Bebida Bolt;Fresa;Baja;31/03/2022;707739102;6/04/2022;3782;47.45;31.79;179455.9;120229.78
A149;Europa;Poland;Bebida Bolt;Naranja;Critica;30/10/2020;727281463;18/12/2020;4627;47.45;31.79;219551.15;147092.33
A150;Centroamerica y Caribe;Haiti;Bebida Bolt;Nuevo Mango;Baja;18/07/2022;731539952;19/07/2022;7782;47.45;31.79;369255.9;247389.78
A151;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Baja;5/12/2020;813131034;8/12/2020;3411;47.45;31.79;161851.95;108435.69
A152;Asia;Uzbekistan;Bebida Bolt;Nuevo Mango;Critica;20/03/2021;814142549;23/04/2021;2301;47.45;31.79;109182.45;73148.79
A153;Centroamerica y Caribe;Belize;Bebida Bolt;Nuevo Mango;Media;14/04/2022;829201543;24/04/2022;3391;47.45;31.79;160902.95;107799.89
A154;America Del Sur;Argentina;Bebida Bolt;Fresa;Baja;14/04/2023;830754220;16/04/2023;7698;47.45;31.79;365270.1;244719.42
A155;Asia;Nepal;Bebida Bolt;Uva;Baja;9/12/2020;838085019;28/12/2020;7033;47.45;31.79;333715.85;223579.07
A156;America Del Norte;Estados Unidos;Bebida Bolt;Naranja;Media;2/08/2022;852058255;7/08/2022;2518;47.45;31.79;119479.1;80047.22
A157;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Media;2/04/2023;868652760;17/05/2023;2039;47.45;31.79;96750.55;64819.81
A158;Australia y Oceania;Australia;Bebida Bolt;Fresa;Alta;2/07/2022;879757964;6/08/2022;2549;47.45;31.79;120950.05;81032.71
A159;America Del Sur;Argentina;Bebida Bolt;Naranja;Critica;8/06/2022;890339171;19/07/2022;3727;47.45;31.79;176846.15;118481.33
A160;Asia;Philippines;Bebida Bolt;Nuevo Mango;Critica;4/10/2022;892692220;18/10/2022;1950;47.45;31.79;92527.5;61990.5
A161;Europa;Portugal;Bebida Bolt;Fresa;Media;2/11/2021;897720181;9/11/2021;6236;47.45;31.79;295898.2;198242.44
A162;America Del Norte;Canada;Bebida Bolt;Uva;Media;17/10/2022;914382064;13/11/2022;4278;47.45;31.79;202991.1;135997.62
A163;America Del Sur;Argentina;Bebida Bolt;Naranja;Critica;4/04/2023;917417895;6/04/2023;3701;47.45;31.79;175612.45;117654.79
A164;Asia;South Korea;Bebida Bolt;Nuevo Mango;Alta;9/09/2022;927084577;23/09/2022;3563;47.45;31.79;169064.35;113267.77
A165;Europa;Sweden;Bebida Bolt;Fresa;Baja;8/12/2020;938801753;19/12/2020;1322;47.45;31.79;62728.9;42026.38
A166;America Del Norte;Estados Unidos;Bebida Bolt;Naranja;Media;18/07/2022;939389693;25/07/2022;2661;47.45;31.79;126264.45;84593.19
A167;America Del Norte;Estados Unidos;Bebida Bolt;Nuevo Mango;Alta;29/10/2020;939460504;31/10/2020;5749;47.45;31.79;272790.05;182760.71
A168;America Del Sur;Argentina;Bebida Bolt;Fresa;Baja;13/07/2021;940079343;24/08/2021;7543;47.45;31.79;357915.35;239791.97
A169;Europa;Macedonia;Bebida Bolt;Naranja;Baja;10/04/2022;941685664;30/05/2022;4723;47.45;31.79;224106.35;150144.17
A170;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Critica;6/01/2021;945736443;27/01/2021;4479;47.45;31.79;212528.55;142387.41
A171;Europa;Poland;Bebida Bolt;Fresa;Media;2/02/2023;961049926;16/02/2023;3892;47.45;31.79;184675.4;123726.68
A172;Centroamerica y Caribe;Guatemala;Bebida Bolt;Uva;Alta;26/01/2023;967345178;8/03/2023;5661;47.45;31.79;268614.45;179963.19
A173;Asia;Indonesia;Bebida Bolt;Fresa;Baja;19/06/2021;967977750;1/08/2021;6087;47.45;31.79;288828.15;193505.73
A174;Asia;Taiwan;Bebida Bolt;Uva;Media;5/11/2021;115831792;26/11/2021;6132;47.45;31.79;290963.4;194936.28
A175;America Del Norte;Estados Unidos;Bebida Bolt;Naranja;Alta;4/02/2021;116113746;18/02/2021;8336;47.45;31.79;395543.2;265001.44
A176;Europa;Norway;Bebida Bolt;Nuevo Mango;Baja;25/12/2022;121176040;9/01/2023;8772;47.45;31.79;416231.4;278861.88
A177;Europa;Germany;Bebida Bolt;Fresa;Media;3/06/2022;121239984;2/07/2022;7317;47.45;31.79;347191.65;232607.43
A178;Centroamerica y Caribe;The Bahamas;Bebida Bolt;Naranja;Baja;28/12/2020;128816258;29/12/2020;8070;47.45;31.79;382921.5;256545.3
A179;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Media;25/11/2020;136167657;8/12/2020;7713;47.45;31.79;365981.85;245196.27
A180;Asia;India;Bebida Bolt;Nuevo Mango;Alta;21/09/2021;144708669;22/10/2021;3875;47.45;31.79;183868.75;123186.25
A181;Europa;Germany;Bebida Bolt;Nuevo Mango;Alta;22/06/2021;146849286;12/07/2021;4025;47.45;31.79;190986.25;127954.75
A182;Europa;Greece;Bebida Bolt;Nuevo Mango;Media;4/05/2022;150160205;11/05/2022;4810;47.45;31.79;228234.5;152909.9
A183;Europa;Georgia;Bebida Bolt;Fresa;Alta;11/04/2021;152694785;5/05/2021;4733;47.45;31.79;224580.85;150462.07
A184;America Del Sur;Argentina;Bebida Bolt;Uva;Alta;28/02/2022;152819240;4/04/2022;4358;47.45;31.79;206787.1;138540.82
A185;Australia y Oceania;Papua New Guinea;Bebida Bolt;Naranja;Alta;7/10/2022;156183803;14/11/2022;3994;47.45;31.79;189515.3;126969.26
A186;Europa;Cyprus;Bebida Bolt;Nuevo Mango;Critica;31/12/2020;160264194;14/01/2021;5213;47.45;31.79;247356.85;165721.27
A187;Asia;Taiwan;Bebida Bolt;Fresa;Critica;21/01/2023;162745130;5/02/2023;8068;47.45;31.79;382826.6;256481.72
A188;Europa;Spain;Bebida Bolt;Naranja;Alta;22/09/2021;187923991;3/11/2021;8772;47.45;31.79;416231.4;278861.88
A189;Africa;Malawi;Bebida Bolt;Nuevo Mango;Alta;26/11/2021;193923556;7/12/2021;895;47.45;31.79;424772.4;284584.08
A190;Europa;Cyprus;Bebida Bolt;Fresa;Media;29/11/2022;200081908;29/11/2022;6167;47.45;31.79;292624.15;196048.93
A191;Europa;Italy;Bebida Bolt;Uva;Baja;17/09/2021;203154218;30/09/2021;6086;47.45;31.79;288780.7;193473.94
A192;Australia y Oceania;Fiji;Bebida Bolt;Naranja;Baja;23/06/2022;207990348;9/07/2022;7080;47.45;31.79;335946;225073.2
A193;Europa;San Marino;Bebida Bolt;Nuevo Mango;Media;5/05/2022;211913239;16/05/2022;7761;47.45;31.79;368259.45;246722.19
A194;America Del Sur;Paraguay;Bebida Bolt;Fresa;Alta;13/01/2022;246557939;3/03/2022;7964;47.45;31.79;377891.8;253175.56
A195;America Del Sur;Argentina;Bebida Bolt;Naranja;Media;22/07/2022;271128261;24/08/2022;1966;47.45;31.79;93286.7;62499.14
A196;Asia;Brunei;Bebida Bolt;Nuevo Mango;Baja;22/11/2020;289702451;5/12/2020;3233;47.45;31.79;153405.85;102777.07
A197;America Del Sur;Colombia;Bebida Bolt;Fresa;Baja;26/11/2020;305997836;27/12/2020;5833;47.45;31.79;276775.85;185431.07
A198;Europa;Switzerland;Bebida Bolt;Naranja;Alta;27/02/2022;310959708;31/03/2022;5680;47.45;31.79;269516;180567.2
A199;Australia y Oceania;Tuvalu;Bebida Bolt;Nuevo Mango;Baja;10/01/2023;314270627;29/01/2023;6143;47.45;31.79;291485.35;195285.97
A200;Centroamerica y Caribe;Panama;Bebida Bolt;Fresa;Baja;21/01/2022;335351932;2/03/2022;7760;47.45;31.79;368212;246690.4
A201;America Del Norte;Greenland;Bebida Bolt;Uva;Critica;19/12/2022;336541545;4/02/2023;7858;47.45;31.79;372862.1;249805.82
A202;Centroamerica y Caribe;Jamaica;Bebida Bolt;Fresa;Alta;18/09/2022;345530164;26/09/2022;8759;47.45;31.79;415614.55;278448.61
A203;Europa;Belarus;Bebida Bolt;Uva;Alta;14/12/2021;345889794;11/01/2022;7992;47.45;31.79;379220.4;254065.68
A204;America Del Sur;Argentina;Bebida Bolt;Naranja;Media;3/12/2022;351650750;26/12/2022;3180;47.45;31.79;150891;101092.2
A205;Europa;Switzerland;Bebida Bolt;Nuevo Mango;Baja;10/02/2022;372393023;1/03/2022;2432;47.45;31.79;115398.4;77313.28
A206;America Del Sur;Argentina;Bebida Bolt;Fresa;Media;26/06/2022;395414102;24/07/2022;3705;47.45;31.79;175802.25;117781.95
A207;Europa;Italy;Bebida Bolt;Naranja;Alta;11/08/2022;401447999;16/08/2022;7339;47.45;31.79;348235.55;233306.81
A208;Europa;Finland;Bebida Bolt;Nuevo Mango;Critica;23/09/2020;422283828;13/10/2020;4866;47.45;31.79;230891.7;154690.14
A209;America Del Norte;Mexico;Bebida Bolt;Nuevo Mango;Media;8/03/2022;422620713;24/03/2022;2380;47.45;31.79;112931;75660.2
A210;Asia;Japan;Bebida Bolt;Nuevo Mango;Media;30/07/2020;435887134;7/09/2020;2450;47.45;31.79;116252.5;77885.5
A211;America Del Sur;Argentina;Bebida Bolt;Nuevo Mango;Baja;4/06/2022;469912993;11/07/2022;4672;47.45;31.79;221686.4;148522.88
A212;America Del Sur;Colombia;Bebida Bolt;Fresa;Baja;11/07/2021;477304303;12/07/2021;6267;47.45;31.79;297369.15;199227.93
A213;Europa;Romania;Bebida Bolt;Uva;Alta;1/02/2021;494225394;13/03/2021;4608;47.45;31.79;218649.6;146488.32
A214;America Del Sur;Argentina;Bebida Bolt;Fresa;Media;27/09/2022;506900441;27/09/2022;2658;47.45;31.79;126122.1;84497.82
