ID,Zona,País,Tipo de producto,Sabor,Prioridad,Fecha pedido,ID Pedido,Fecha envío,Unidades, Precio Unitario , Coste unitario , Importe venta total , Importe Coste total 
A389,Centroamérica y Caribe,Costa Rica,Bebida Bolt,Nuevo Mango,Baja,20/03/2022,526523911,24/04/2022,4496,47.45,31.79,213335.2,142927.84
A390,Europa,Estonia,Bebida Bolt,Fresa,Alta,6/06/2021,536287581,6/07/2021,6829,47.45,31.79,324036.05,217093.91
A391,Centroamérica y Caribe,Grenada,Bebida Bolt,Naranja,Baja,21/09/2020,540352094,6/10/2020,7831,47.45,31.79,371580.95,248947.49
A392,África,Zambia,Bebida Bolt,Nuevo Mango,Crítica,25/06/2022,540324628,3/08/2022,7914,47.45,31.79,375519.3,251586.06
A393,Europa,Austria,Bebida Bolt,Nuevo Mango,Media,23/06/2021,562583100,2/08/2021,6157,47.45,31.79,292149.65,195731.03
A394,África,Iraq,Bebida Bolt,Nuevo Mango,Alta,6/07/2022,565477311,31/07/2022,4477,47.45,31.79,212433.65,142323.83
A395,Europa,Liechtenstein,Bebida Bolt,Nuevo Mango,Media,27/11/2020,572249782,27/11/2020,5098,47.45,31.79,241900.1,162065.42
A396,Europa,Spain,Bebida Bolt,Fresa,Alta,24/10/2020,574051368,7/11/2020,5728,47.45,31.79,271793.6,182093.12
A397,África,Democratic Republic of the Congo,Bebida Bolt,Uva,Media,3/06/2021,579580581,20/06/2021,5664,47.45,31.79,268756.8,180058.56
A398,Asia,China,Bebida Bolt,Naranja,Baja,17/09/2021,583977258,1/11/2021,5513,47.45,31.79,261591.85,175258.27
A399,África,Egypt,Bebida Bolt,Nuevo Mango,Crítica,27/02/2022,623535764,10/03/2022,7574,47.45,31.79,359386.3,240777.46
A400,África,Syria,Bebida Bolt,Fresa,Alta,1/05/2023,632386195,20/06/2023,6944,47.45,31.79,329492.8,220749.76
A401,África,Mozambique,Bebida Bolt,Naranja,Baja,7/08/2022,632866847,21/08/2022,5688,47.45,31.79,269895.6,180821.52
A402,África,Cote d'Ivoire,Bebida Bolt,Nuevo Mango,Baja,3/02/2021,643387544,26/02/2021,6862,47.45,31.79,325601.9,218142.98
A403,Centroamérica y Caribe,Saint Kitts and Nevis ,Bebida Bolt,Fresa,Alta,1/02/2022,670916020,8/02/2022,7502,47.45,31.79,355969.9,238488.58
A404,Europa,Portugal,Bebida Bolt,Uva,Media,14/05/2023,679107701,16/05/2023,6665,47.45,31.79,316254.25,211880.35
A405,Europa,Austria,Bebida Bolt,Naranja,Crítica,31/10/2021,695057189,14/11/2021,5530,47.45,31.79,262398.5,175798.7
A406,Centroamérica y Caribe,Guatemala,Bebida Bolt,Nuevo Mango,Crítica,30/04/2022,707739102,6/05/2022,2129,47.45,31.79,101021.05,67680.91
A407,Europa,Hungary,Bebida Bolt,Fresa,Baja,29/11/2020,727281463,17/01/2021,3363,47.45,31.79,159574.35,106909.77
A408,Asia,Thailand,Bebida Bolt,Naranja,Baja,17/08/2022,731539952,18/08/2022,3896,47.45,31.79,184865.2,123853.84
A409,Europa,Romania,Bebida Bolt,Nuevo Mango,Baja,4/01/2021,813131034,7/01/2021,5817,47.45,31.79,276016.65,184922.43
A410,Europa,Poland,Bebida Bolt,Fresa,Crítica,19/04/2021,814142549,23/05/2021,5178,47.45,31.79,245696.1,164608.62
A411,Centroamérica y Caribe,Haiti,Bebida Bolt,Naranja,Baja,14/05/2022,829201543,24/05/2022,4422,47.45,31.79,209823.9,140575.38
A412,África,Republic of the Congo,Bebida Bolt,Nuevo Mango,Baja,14/05/2023,830754220,16/05/2023,3327,47.45,31.79,157866.15,105765.33
A413,Asia,Uzbekistan,Bebida Bolt,Fresa,Crítica,8/01/2021,838085019,27/01/2021,5422,47.45,31.79,257273.9,172365.38
A414,Centroamérica y Caribe,Belize,Bebida Bolt,Uva,Media,1/09/2022,852058255,6/09/2022,7072,47.45,31.79,335566.4,224818.88
A415,África,Republic of the Congo,Bebida Bolt,Fresa,Baja,2/05/2023,868652760,16/06/2023,5589,47.45,31.79,265198.05,177674.31
A416,Asia,Nepal,Bebida Bolt,Uva,Baja,1/08/2022,879757964,5/09/2022,2555,47.45,31.79,121234.75,81223.45
A417,África,Ethiopia,Bebida Bolt,Naranja,Media,8/07/2022,890339171,18/08/2022,2510,47.45,31.79,119099.5,79792.9
A418,África,Swaziland,Bebida Bolt,Nuevo Mango,Media,3/11/2022,892692220,17/11/2022,2894,47.45,31.79,137320.3,92000.26
A419,África,Rwanda,Bebida Bolt,Fresa,Alta,2/12/2021,897720181,9/12/2021,3457,47.45,31.79,164034.65,109898.03
A420,África,Angola,Bebida Bolt,Naranja,Crítica,16/11/2022,914382064,13/12/2022,3871,47.45,31.79,183678.95,123059.09
A421,Asia,Philippines,Bebida Bolt,Nuevo Mango,Crítica,4/05/2023,917417895,6/05/2023,5592,47.45,31.79,265340.4,177769.68
A422,Europa,Portugal,Bebida Bolt,Nuevo Mango,Media,9/10/2022,927084577,23/10/2022,4050,47.45,31.79,192172.5,128749.5
A423,Norteamérica,Canada,Bebida Bolt,Nuevo Mango,Media,7/01/2021,938801753,18/01/2021,3592,47.45,31.79,170440.4,114189.68
A424,África,Niger,Bebida Bolt,Nuevo Mango,Crítica,17/08/2022,939389693,24/08/2022,3353,47.45,31.79,159099.85,106591.87
A425,Asia,South Korea,Bebida Bolt,Fresa,Alta,28/11/2020,939460504,30/11/2020,2359,47.45,31.79,111934.55,74992.61
A426,Europa,Sweden,Bebida Bolt,Uva,Baja,12/08/2021,940079343,23/09/2021,2856,47.45,31.79,135517.2,90792.24
A427,África,Cote d'Ivoire,Bebida Bolt,Fresa,Media,10/05/2022,941685664,29/06/2022,5674,47.45,31.79,269231.3,180376.46
A428,Europa,Estonia,Bebida Bolt,Naranja,Alta,5/02/2021,945736443,26/02/2021,5489,47.45,31.79,260453.05,174495.31
A429,África,Liberia,Bebida Bolt,Nuevo Mango,Baja,4/03/2023,961049926,18/03/2023,4881,47.45,31.79,231603.45,155166.99
A430,Europa,Macedonia,Bebida Bolt,Nuevo Mango,Baja,25/02/2023,967345178,7/04/2023,4457,47.45,31.79,211484.65,141688.03
A431,África,Cape Verde,Bebida Bolt,Nuevo Mango,Crítica,19/07/2021,967977750,31/08/2021,4511,47.45,31.79,214046.95,143404.69
A432,Europa,Poland,Bebida Bolt,Nuevo Mango,Media,5/12/2021,115831792,26/12/2021,5602,47.45,31.79,265814.9,178087.58
A433,Centroamérica y Caribe,Guatemala,Bebida Bolt,Fresa,Alta,6/03/2021,116113746,20/03/2021,5971,47.45,31.79,283323.95,189818.09
A434,Asia,Indonesia,Bebida Bolt,Uva,Baja,24/01/2023,121176040,8/02/2023,6568,47.45,31.79,311651.6,208796.72
A435,Asia,Taiwan,Bebida Bolt,Naranja,Media,3/07/2022,121239984,1/08/2022,8402,47.45,31.79,398674.9,267099.58
A436,Australia y Oceanía,East Timor,Bebida Bolt,Nuevo Mango,Alta,27/01/2021,128816258,28/01/2021,8452,47.45,31.79,401047.4,268689.08
A437,Europa,Norway,Bebida Bolt,Fresa,Baja,25/12/2020,136167657,7/01/2021,7628,47.45,31.79,361948.6,242494.12
A438,Europa,Germany,Bebida Bolt,Naranja,Media,21/10/2021,144708669,21/11/2021,6711,47.45,31.79,318436.95,213342.69
A439,Centroamérica y Caribe,The Bahamas,Bebida Bolt,Nuevo Mango,Baja,22/07/2021,146849286,11/08/2021,5453,47.45,31.79,258744.85,173350.87
A440,África,Liberia,Bebida Bolt,Fresa,Media,3/06/2022,150160205,10/06/2022,4524,47.45,31.79,214663.8,143817.96
A441,Asia,India,Bebida Bolt,Uva,Alta,11/05/2021,152694785,4/06/2021,4780,47.45,31.79,226811,151956.2
A442,Europa,Germany,Bebida Bolt,Naranja,Alta,30/03/2022,152819240,4/05/2022,4796,47.45,31.79,227570.2,152464.84
A443,Europa,Greece,Bebida Bolt,Nuevo Mango,Media,6/11/2022,156183803,14/12/2022,4529,47.45,31.79,214901.05,143976.91
A444,Europa,Georgia,Bebida Bolt,Fresa,Alta,30/01/2021,160264194,13/02/2021,4100,47.45,31.79,194545,130339
A445,África,Turkey,Bebida Bolt,Naranja,Alta,20/02/2023,162745130,7/03/2023,5464,47.45,31.79,259266.8,173700.56
A446,Australia y Oceanía,Papua New Guinea,Bebida Bolt,Nuevo Mango,Alta,22/10/2021,187923991,3/12/2021,7841,47.45,31.79,372055.45,249265.39
A447,Europa,Cyprus,Bebida Bolt,Fresa,Crítica,26/12/2021,193923556,6/01/2022,8232,47.45,31.79,390608.4,261695.28
A448,Asia,Taiwan,Bebida Bolt,Naranja,Crítica,29/12/2022,200081908,29/12/2022,8316,47.45,31.79,394594.2,264365.64
A449,Australia y Oceanía,Solomon Islands,Bebida Bolt,Nuevo Mango,Alta,17/10/2021,203154218,30/10/2021,8324,47.45,31.79,394973.8,264619.96
A450,África,Malawi,Bebida Bolt,Fresa,Alta,23/07/2022,207990348,8/08/2022,6644,47.45,31.79,315257.8,211212.76
A451,Europa,Cyprus,Bebida Bolt,Uva,Media,4/06/2022,211913239,15/06/2022,6748,47.45,31.79,320192.6,214518.92
A452,Europa,Italy,Bebida Bolt,Fresa,Baja,12/02/2022,246557939,2/04/2022,6913,47.45,31.79,328021.85,219764.27
A453,Australia y Oceanía,Fiji,Bebida Bolt,Uva,Baja,21/08/2022,271128261,23/09/2022,7571,47.45,31.79,359243.95,240682.09
A454,Europa,San Marino,Bebida Bolt,Naranja,Media,22/12/2020,289702451,4/01/2021,5013,47.45,31.79,237866.85,159363.27
A455,África,Senegal,Bebida Bolt,Nuevo Mango,Alta,26/12/2020,305997836,26/01/2021,4620,47.45,31.79,219219,146869.8
A456,África,Azerbaijan,Bebida Bolt,Fresa,Media,29/03/2022,310959708,30/04/2022,4835,47.45,31.79,229420.75,153704.65
A457,Asia,Brunei,Bebida Bolt,Naranja,Baja,9/02/2023,314270627,28/02/2023,5746,47.45,31.79,272647.7,182665.34
A458,África,Saudi Arabia,Bebida Bolt,Nuevo Mango,Baja,20/02/2022,335351932,1/04/2022,6065,47.45,31.79,287784.25,192806.35
A459,Europa,Switzerland,Bebida Bolt,Nuevo Mango,Alta,18/01/2023,336541545,6/03/2023,6336,47.45,31.79,300643.2,201421.44
A460,Australia y Oceanía,Tuvalu,Bebida Bolt,Nuevo Mango,Baja,18/10/2022,345530164,26/10/2022,8351,47.45,31.79,396254.95,265478.29
A461,Centroamérica y Caribe,Panama,Bebida Bolt,Nuevo Mango,Baja,13/01/2022,345889794,10/02/2022,8347,47.45,31.79,396065.15,265351.13
A462,Norteamérica,Greenland,Bebida Bolt,Fresa,Crítica,2/01/2023,351650750,25/01/2023,5643,47.45,31.79,267760.35,179390.97
A463,Centroamérica y Caribe,Jamaica,Bebida Bolt,Uva,Alta,12/03/2022,372393023,31/03/2022,4942,47.45,31.79,234497.9,157106.18
A464,Europa,Belarus,Bebida Bolt,Naranja,Alta,26/07/2022,395414102,23/08/2022,3278,47.45,31.79,155541.1,104207.62
A465,África,Zimbabwe,Bebida Bolt,Nuevo Mango,Media,10/09/2022,401447999,15/09/2022,3268,47.45,31.79,155066.6,103889.72
A466,Europa,Switzerland,Bebida Bolt,Fresa,Baja,23/10/2020,422283828,12/11/2020,6160,47.45,31.79,292292,195826.4
A467,África,Oman,Bebida Bolt,Fresa,Media,7/04/2022,422620713,23/04/2022,4944,47.45,31.79,234592.8,157169.76
A468,Europa,Italy,Bebida Bolt,Naranja,Alta,29/08/2020,435887134,7/10/2020,4457,47.45,31.79,211484.65,141688.03
A469,Europa,Finland,Bebida Bolt,Nuevo Mango,Crítica,4/07/2022,469912993,10/08/2022,3633,47.45,31.79,172385.85,115493.07
A470,Norteamérica,Mexico,Bebida Bolt,Fresa,Media,10/08/2021,477304303,11/08/2021,5280,47.45,31.79,250536,167851.2
A471,Asia,Japan,Bebida Bolt,Uva,Media,3/03/2021,494225394,12/04/2021,5440,47.45,31.79,258128,172937.6
A472,África,The Gambia,Bebida Bolt,Fresa,Baja,27/10/2022,506900441,27/10/2022,5135,47.45,31.79,243655.75,163241.65
A473,África,Syria,Bebida Bolt,Uva,Baja,9/08/2022,516876542,9/09/2022,3519,47.45,31.79,166976.55,111869.01
A474,Europa,Romania,Bebida Bolt,Naranja,Alta,22/11/2021,521885192,8/12/2021,2941,47.45,31.79,139550.45,93494.39
A475,África,Somalia,Bebida Bolt,Nuevo Mango,Media,30/03/2022,526523911,4/05/2022,4310,47.45,31.79,204509.5,137014.9
A476,Centroamérica y Caribe,Costa Rica,Bebida Bolt,Fresa,Baja,16/06/2021,536287581,16/07/2021,6497,47.45,31.79,308282.65,206539.63
A477,Europa,Estonia,Bebida Bolt,Naranja,Alta,1/10/2020,540352094,16/10/2020,7739,47.45,31.79,367215.55,246022.81
A478,Centroamérica y Caribe,Grenada,Bebida Bolt,Nuevo Mango,Baja,5/07/2022,540324628,13/08/2022,7843,47.45,31.79,372150.35,249328.97
A479,África,Zambia,Bebida Bolt,Nuevo Mango,Crítica,3/07/2021,562583100,12/08/2021,7889,47.45,31.79,374333.05,250791.31
A480,Europa,Austria,Bebida Bolt,Nuevo Mango,Media,16/07/2022,565477311,10/08/2022,5686,47.45,31.79,269800.7,180757.94
A481,África,Iraq,Bebida Bolt,Nuevo Mango,Alta,7/12/2020,572249782,7/12/2020,4581,47.45,31.79,217368.45,145629.99
A482,Europa,Liechtenstein,Bebida Bolt,Fresa,Media,3/11/2020,574051368,17/11/2020,5486,47.45,31.79,260310.7,174399.94
A483,Europa,Spain,Bebida Bolt,Uva,Alta,13/06/2021,579580581,30/06/2021,5671,47.45,31.79,269088.95,180281.09
A484,África,Democratic Republic of the Congo,Bebida Bolt,Naranja,Media,27/09/2021,583977258,11/11/2021,5556,47.45,31.79,263632.2,176625.24
A485,Asia,China,Bebida Bolt,Nuevo Mango,Baja,9/03/2022,623535764,20/03/2022,6809,47.45,31.79,323087.05,216458.11
A486,África,Egypt,Bebida Bolt,Fresa,Crítica,11/05/2023,632386195,30/06/2023,7536,47.45,31.79,357583.2,239569.44
A487,África,Syria,Bebida Bolt,Uva,Alta,17/08/2022,632866847,31/08/2022,6792,47.45,31.79,322280.4,215917.68
A488,África,Mozambique,Bebida Bolt,Naranja,Baja,13/02/2021,643387544,8/03/2021,6491,47.45,31.79,307997.95,206348.89
A489,África,Cote d'Ivoire,Bebida Bolt,Nuevo Mango,Baja,11/02/2022,670916020,18/02/2022,6867,47.45,31.79,325839.15,218301.93
A490,Centroamérica y Caribe,Saint Kitts and Nevis ,Bebida Bolt,Fresa,Alta,24/05/2023,679107701,26/05/2023,6763,47.45,31.79,320904.35,214995.77
A491,Europa,Portugal,Bebida Bolt,Naranja,Media,10/11/2021,695057189,24/11/2021,6052,47.45,31.79,287167.4,192393.08
A492,Europa,Austria,Bebida Bolt,Nuevo Mango,Crítica,10/05/2022,707739102,16/05/2022,4798,47.45,31.79,227665.1,152528.42
A493,Centroamérica y Caribe,Guatemala,Bebida Bolt,Nuevo Mango,Crítica,9/12/2020,727281463,27/01/2021,2774,47.45,31.79,131626.3,88185.46
A494,Europa,Hungary,Bebida Bolt,Nuevo Mango,Baja,27/08/2022,731539952,28/08/2022,3831,47.45,31.79,181780.95,121787.49
A495,Asia,Thailand,Bebida Bolt,Nuevo Mango,Baja,14/01/2021,813131034,17/01/2021,4795,47.45,31.79,227522.75,152433.05
A496,Europa,Romania,Bebida Bolt,Fresa,Baja,29/04/2021,814142549,2/06/2021,5541,47.45,31.79,262920.45,176148.39
A497,Europa,Poland,Bebida Bolt,Uva,Crítica,24/05/2022,829201543,3/06/2022,4597,47.45,31.79,218127.65,146138.63
A498,Centroamérica y Caribe,Haiti,Bebida Bolt,Naranja,Baja,24/05/2023,830754220,26/05/2023,3780,47.45,31.79,179361,120166.2
A499,África,Republic of the Congo,Bebida Bolt,Nuevo Mango,Baja,18/01/2021,838085019,6/02/2021,3687,47.45,31.79,174948.15,117209.73
A500,Asia,Uzbekistan,Bebida Bolt,Fresa,Crítica,11/09/2022,852058255,16/09/2022,6461,47.45,31.79,306574.45,205395.19
A501,Centroamérica y Caribe,Belize,Bebida Bolt,Uva,Media,12/05/2023,868652760,26/06/2023,6191,47.45,31.79,293762.95,196811.89
A502,África,Republic of the Congo,Bebida Bolt,Naranja,Baja,11/08/2022,879757964,15/09/2022,3778,47.45,31.79,179266.1,120102.62
A503,Asia,Nepal,Bebida Bolt,Nuevo Mango,Baja,18/07/2022,890339171,28/08/2022,2510,47.45,31.79,119099.5,79792.9
A504,África,Ethiopia,Bebida Bolt,Fresa,Media,13/11/2022,892692220,27/11/2022,2876,47.45,31.79,136466.2,91428.04
A505,África,Swaziland,Bebida Bolt,Naranja,Media,12/12/2021,897720181,19/12/2021,3256,47.45,31.79,154497.2,103508.24
A506,África,Rwanda,Bebida Bolt,Nuevo Mango,Alta,26/11/2022,914382064,23/12/2022,3864,47.45,31.79,183346.8,122836.56
A507,África,Angola,Bebida Bolt,Fresa,Crítica,14/05/2023,917417895,16/05/2023,5275,47.45,31.79,250298.75,167692.25
A508,Asia,Philippines,Bebida Bolt,Uva,Crítica,19/10/2022,927084577,2/11/2022,4145,47.45,31.79,196680.25,131769.55
A509,Europa,Portugal,Bebida Bolt,Naranja,Media,17/01/2021,938801753,28/01/2021,3908,47.45,31.79,185434.6,124235.32
A510,Norteamérica,Canada,Bebida Bolt,Nuevo Mango,Media,27/08/2022,939389693,3/09/2022,3529,47.45,31.79,167451.05,112186.91
A511,África,Niger,Bebida Bolt,Fresa,Crítica,8/12/2020,939460504,10/12/2020,2553,47.45,31.79,121139.85,81159.87
A512,Asia,South Korea,Bebida Bolt,Naranja,Alta,22/08/2021,940079343,3/10/2021,2492,47.45,31.79,118245.4,79220.68
A513,Europa,Sweden,Bebida Bolt,Nuevo Mango,Baja,20/05/2022,941685664,9/07/2022,3667,47.45,31.79,173999.15,116573.93
A514,África,Cote d'Ivoire,Bebida Bolt,Fresa,Media,15/02/2021,945736443,8/03/2021,5526,47.45,31.79,262208.7,175671.54
A515,Europa,Estonia,Bebida Bolt,Naranja,Alta,14/03/2023,961049926,28/03/2023,5407,47.45,31.79,256562.15,171888.53
A516,África,Liberia,Bebida Bolt,Nuevo Mango,Baja,7/03/2023,967345178,17/04/2023,4478,47.45,31.79,212481.1,142355.62
A517,Europa,Macedonia,Bebida Bolt,Fresa,Baja,29/07/2021,967977750,10/09/2021,4461,47.45,31.79,211674.45,141815.19
A518,África,Cape Verde,Bebida Bolt,Uva,Crítica,15/12/2021,115831792,5/01/2022,5085,47.45,31.79,241283.25,161652.15
A519,Europa,Poland,Bebida Bolt,Fresa,Media,16/03/2021,116113746,30/03/2021,5613,47.45,31.79,266336.85,178437.27
A520,Centroamérica y Caribe,Guatemala,Bebida Bolt,Uva,Alta,3/02/2023,121176040,18/02/2023,5979,47.45,31.79,283703.55,190072.41
A521,Asia,Indonesia,Bebida Bolt,Naranja,Baja,13/07/2022,121239984,11/08/2022,7717,47.45,31.79,366171.65,245323.43
A522,Asia,Taiwan,Bebida Bolt,Nuevo Mango,Media,6/02/2021,128816258,7/02/2021,8443,47.45,31.79,400620.35,268402.97
A523,Australia y Oceanía,East Timor,Bebida Bolt,Fresa,Alta,4/01/2021,136167657,17/01/2021,8153,47.45,31.79,386859.85,259183.87
A524,Europa,Norway,Bebida Bolt,Naranja,Baja,31/10/2021,144708669,1/12/2021,7501,47.45,31.79,355922.45,238456.79
A525,Europa,Germany,Bebida Bolt,Nuevo Mango,Media,1/08/2021,146849286,21/08/2021,6308,47.45,31.79,299314.6,200531.32
A526,Centroamérica y Caribe,The Bahamas,Bebida Bolt,Nuevo Mango,Baja,13/06/2022,150160205,20/06/2022,5072,47.45,31.79,240666.4,161238.88
A527,África,Liberia,Bebida Bolt,Nuevo Mango,Media,21/05/2021,152694785,14/06/2021,4552,47.45,31.79,215992.4,144708.08
A528,Asia,India,Bebida Bolt,Nuevo Mango,Alta,9/04/2022,152819240,14/05/2022,4790,47.45,31.79,227285.5,152274.1
A529,Europa,Germany,Bebida Bolt,Fresa,Alta,16/11/2022,156183803,24/12/2022,4655,47.45,31.79,220879.75,147982.45
A530,Europa,Greece,Bebida Bolt,Uva,Media,9/02/2021,160264194,23/02/2021,4127,47.45,31.79,195826.15,131197.33
A531,Europa,Georgia,Bebida Bolt,Naranja,Alta,2/03/2023,162745130,17/03/2023,4327,47.45,31.79,205316.15,137555.33
A532,África,Turkey,Bebida Bolt,Nuevo Mango,Alta,1/11/2021,187923991,13/12/2021,6426,47.45,31.79,304913.7,204282.54
A533,Australia y Oceanía,Papua New Guinea,Bebida Bolt,Fresa,Alta,5/01/2022,193923556,16/01/2022,8063,47.45,31.79,382589.35,256322.77
A534,Europa,Cyprus,Bebida Bolt,Naranja,Crítica,8/01/2023,200081908,8/01/2023,8244,47.45,31.79,391177.8,262076.76
A535,Asia,Taiwan,Bebida Bolt,Nuevo Mango,Crítica,27/10/2021,203154218,9/11/2021,8320,47.45,31.79,394784,264492.8
A536,Australia y Oceanía,Solomon Islands,Bebida Bolt,Fresa,Alta,2/08/2022,207990348,18/08/2022,6676,47.45,31.79,316776.2,212230.04
A537,África,Malawi,Bebida Bolt,Naranja,Alta,14/06/2022,211913239,25/06/2022,6652,47.45,31.79,315637.4,211467.08
A538,Europa,Cyprus,Bebida Bolt,Nuevo Mango,Media,22/02/2022,246557939,12/04/2022,6871,47.45,31.79,326028.95,218429.09
A539,Europa,Italy,Bebida Bolt,Fresa,Baja,31/08/2022,271128261,3/10/2022,7035,47.45,31.79,333810.75,223642.65
A540,Australia y Oceanía,Fiji,Bebida Bolt,Uva,Baja,1/01/2021,289702451,14/01/2021,6395,47.45,31.79,303442.75,203297.05
A541,Europa,San Marino,Bebida Bolt,Fresa,Media,5/01/2021,305997836,5/02/2021,4757,47.45,31.79,225719.65,151225.03
A542,África,Senegal,Bebida Bolt,Uva,Alta,8/04/2022,310959708,10/05/2022,4799,47.45,31.79,227712.55,152560.21
A543,África,Azerbaijan,Bebida Bolt,Naranja,Media,19/02/2023,314270627,10/03/2023,5222,47.45,31.79,247783.9,166007.38
A544,Asia,Brunei,Bebida Bolt,Nuevo Mango,Baja,2/03/2022,335351932,11/04/2022,5996,47.45,31.79,284510.2,190612.84
A545,África,Saudi Arabia,Bebida Bolt,Fresa,Baja,28/01/2023,336541545,16/03/2023,6133,47.45,31.79,291010.85,194968.07
A546,Europa,Switzerland,Bebida Bolt,Naranja,Alta,28/10/2022,345530164,5/11/2022,7404,47.45,31.79,351319.8,235373.16
A547,Australia y Oceanía,Tuvalu,Bebida Bolt,Nuevo Mango,Baja,23/01/2022,345889794,20/02/2022,8347,47.45,31.79,396065.15,265351.13
A548,Centroamérica y Caribe,Panama,Bebida Bolt,Nuevo Mango,Baja,12/01/2023,351650750,4/02/2023,6141,47.45,31.79,291390.45,195222.39
A549,Norteamérica,Greenland,Bebida Bolt,Nuevo Mango,Crítica,22/03/2022,372393023,10/04/2022,5108,47.45,31.79,242374.6,162383.32
A550,Centroamérica y Caribe,Jamaica,Bebida Bolt,Nuevo Mango,Alta,5/08/2022,395414102,2/09/2022,3428,47.45,31.79,162658.6,108976.12
A551,Europa,Belarus,Bebida Bolt,Fresa,Alta,20/09/2022,401447999,25/09/2022,3272,47.45,31.79,155256.4,104016.88
A552,África,Zimbabwe,Bebida Bolt,Uva,Media,2/11/2020,422283828,22/11/2020,5303,47.45,31.79,251627.35,168582.37
A553,Europa,Switzerland,Bebida Bolt,Naranja,Baja,17/04/2022,422620713,3/05/2022,5500,47.45,31.79,260975,174845
A554,África,Oman,Bebida Bolt,Nuevo Mango,Media,8/09/2020,435887134,17/10/2020,4581,47.45,31.79,217368.45,145629.99
A555,Europa,Italy,Bebida Bolt,Fresa,Alta,14/07/2022,469912993,20/08/2022,4312,47.45,31.79,204604.4,137078.48
A556,Europa,Finland,Bebida Bolt,Naranja,Crítica,20/08/2021,477304303,21/08/2021,3721,47.45,31.79,176561.45,118290.59
A557,Norteamérica,Mexico,Bebida Bolt,Nuevo Mango,Media,13/03/2021,494225394,22/04/2021,5419,47.45,31.79,257131.55,172270.01
A558,Asia,Japan,Bebida Bolt,Fresa,Media,6/11/2022,506900441,6/11/2022,5427,47.45,31.79,257511.15,172524.33
A559,África,The Gambia,Bebida Bolt,Uva,Baja,19/08/2022,516876542,19/09/2022,4274,47.45,31.79,202801.3,135870.46
A560,África,Syria,Bebida Bolt,Naranja,Baja,2/12/2021,521885192,18/12/2021,3319,47.45,31.79,157486.55,105511.01
A561,Europa,Romania,Bebida Bolt,Nuevo Mango,Alta,9/04/2022,526523911,14/05/2022,4232,47.45,31.79,200808.4,134535.28
A562,África,Somalia,Bebida Bolt,Fresa,Media,26/06/2021,536287581,26/07/2021,5128,47.45,31.79,243323.6,163019.12
A563,Centroamérica y Caribe,Costa Rica,Bebida Bolt,Naranja,Baja,11/10/2020,540352094,26/10/2020,6698,47.45,31.79,317820.1,212929.42
A564,Europa,Estonia,Bebida Bolt,Nuevo Mango,Alta,15/07/2022,540324628,23/08/2022,7775,47.45,31.79,368923.75,247167.25
A565,Centroamérica y Caribe,Grenada,Bebida Bolt,Fresa,Baja,13/07/2021,562583100,22/08/2021,7855,47.45,31.79,372719.75,249710.45
A566,África,Zambia,Bebida Bolt,Naranja,Crítica,26/07/2022,565477311,20/08/2022,6141,47.45,31.79,291390.45,195222.39
A567,Europa,Austria,Bebida Bolt,Nuevo Mango,Media,17/12/2020,572249782,17/12/2020,4908,47.45,31.79,232884.6,156025.32
A568,África,Iraq,Bebida Bolt,Fresa,Alta,13/11/2020,574051368,27/11/2020,5482,47.45,31.79,260120.9,174272.78
A569,Europa,Liechtenstein,Bebida Bolt,Uva,Media,23/06/2021,579580581,10/07/2021,5492,47.45,31.79,260595.4,174590.68
A570,Europa,Spain,Bebida Bolt,Fresa,Alta,7/10/2021,583977258,21/11/2021,5594,47.45,31.79,265435.3,177833.26
A571,África,Democratic Republic of the Congo,Bebida Bolt,Uva,Media,19/03/2022,623535764,30/03/2022,6599,47.45,31.79,313122.55,209782.21
A572,Asia,China,Bebida Bolt,Naranja,Baja,21/05/2023,632386195,10/07/2023,7208,47.45,31.79,342019.6,229142.32
A573,África,Egypt,Bebida Bolt,Nuevo Mango,Crítica,27/08/2022,632866847,10/09/2022,7140,47.45,31.79,338793,226980.6
A574,África,Syria,Bebida Bolt,Fresa,Alta,23/02/2021,643387544,18/03/2021,6755,47.45,31.79,320524.75,214741.45
A575,África,Mozambique,Bebida Bolt,Naranja,Baja,21/02/2022,670916020,28/02/2022,6563,47.45,31.79,311414.35,208637.77
A576,África,Cote d'Ivoire,Bebida Bolt,Nuevo Mango,Baja,3/06/2023,679107701,5/06/2023,6811,47.45,31.79,323181.95,216521.69
A577,Centroamérica y Caribe,Saint Kitts and Nevis ,Bebida Bolt,Nuevo Mango,Alta,20/11/2021,695057189,4/12/2021,6740,47.45,31.79,319813,214264.6
A578,Europa,Portugal,Bebida Bolt,Nuevo Mango,Media,20/05/2022,707739102,26/05/2022,5179,47.45,31.79,245743.55,164640.41
A579,Europa,Austria,Bebida Bolt,Nuevo Mango,Crítica,19/12/2020,727281463,6/02/2021,3068,47.45,31.79,145576.6,97531.72
A580,Centroamérica y Caribe,Guatemala,Bebida Bolt,Fresa,Crítica,6/09/2022,731539952,7/09/2022,3829,47.45,31.79,181686.05,121723.91
A581,Europa,Hungary,Bebida Bolt,Uva,Baja,24/01/2021,813131034,27/01/2021,3917,47.45,31.79,185861.65,124521.43
A582,Asia,Thailand,Bebida Bolt,Naranja,Baja,9/05/2021,814142549,12/06/2021,5272,47.45,31.79,250156.4,167596.88
